index,Date,Open,High,Low,Close,Adj Close,Volume
26,2021-11-19,342.200012207031,352.100006103516,339.899993896484,345.299987792969,345.299987792969,26488500
27,2021-11-22,349.049987792969,353.829986572266,340.510009765625,341.010009765625,341.010009765625,27116800
28,2021-11-23,338.929992675781,341.399993896484,333.5,337.25,337.25,17225000
29,2021-11-24,336.0,341.779998779297,332.809997558594,341.059997558594,341.059997558594,13566200
30,2021-11-26,335.799987792969,337.75,331.899993896484,333.119995117187,333.119995117187,14750700
31,2021-11-29,336.890014648437,340.670013427734,335.309997558594,338.029998779297,338.029998779297,16650900
32,2021-11-30,335.0,335.809997558594,323.429992675781,324.459991455078,324.459991455078,25390000
33,2021-12-01,330.290008544922,330.5,310.290008544922,310.600006103516,310.600006103516,30329600
34,2021-12-02,311.399993896484,314.600006103516,307.200012207031,310.390014648438,310.390014648438,24396200
35,2021-12-03,313.730010986328,313.75,299.5,306.839996337891,306.839996337891,27471000
36,2021-12-06,308.130004882812,320.100006103516,306.339996337891,317.869995117187,317.869995117187,21758300
37,2021-12-07,321.570007324219,326.540008544922,321.0,322.809997558594,322.809997558594,18794000
38,2021-12-08,325.0,332.75,323.070007324219,330.559997558594,330.559997558594,19937700
39,2021-12-09,329.540008544922,336.130004882812,328.0,329.820007324219,329.820007324219,16879200
40,2021-12-10,332.559997558594,335.029998779297,326.369995117187,329.75,329.75,14528000
41,2021-12-13,330.950012207031,341.089996337891,329.589996337891,334.489990234375,334.489990234375,22948700
42,2021-12-14,328.049987792969,335.700012207031,327.649993896484,333.739990234375,333.739990234375,20461000
43,2021-12-15,332.489990234375,342.109985351563,323.980010986328,341.660003662109,341.660003662109,24681300
44,2021-12-16,338.980010986328,344.459991455078,333.739990234375,334.899993896484,334.899993896484,22635000
45,2021-12-17,332.799987792969,337.109985351562,330.75,333.790008544922,333.790008544922,40012600
46,2021-12-20,329.779998779297,329.899993896484,322.529998779297,325.450012207031,325.450012207031,17901800
47,2021-12-21,326.410003662109,336.0,323.75,334.200012207031,334.200012207031,16116800
48,2021-12-22,333.799987792969,334.510009765625,328.260009765625,330.450012207031,330.450012207031,16764600
49,2021-12-23,330.100006103516,336.670013427734,328.359985351562,335.239990234375,335.239990234375,13987700
50,2021-12-27,338.850006103516,347.869995117187,338.010009765625,346.179992675781,346.179992675781,17795000
51,2021-12-28,346.630004882812,352.709991455078,345.200012207031,346.220001220703,346.220001220703,16637600
52,2021-12-29,346.910003662109,349.690002441406,341.640014648438,342.940002441406,342.940002441406,10747000
53,2021-12-30,344.0,347.230010986328,343.220001220703,344.359985351563,344.359985351563,10593300
54,2021-12-31,343.019989013672,343.440002441406,336.269989013672,336.350006103516,336.350006103516,12870500
55,2022-01-03,338.299987792969,341.079986572266,337.190002441406,338.540008544922,338.540008544922,14537900
56,2022-01-04,339.950012207031,343.089996337891,331.869995117187,336.529998779297,336.529998779297,15998000
57,2022-01-05,333.019989013672,335.760009765625,323.839996337891,324.170013427734,324.170013427734,20564500
58,2022-01-06,322.820007324219,339.170013427734,322.720001220703,332.459991455078,332.459991455078,27962800
59,2022-01-07,332.739990234375,337.0,328.880004882812,331.790008544922,331.790008544922,14722000
60,2022-01-10,325.309997558594,328.339996337891,315.429992675781,328.070007324219,328.070007324219,24942400
61,2022-01-11,326.779998779297,334.630004882812,325.279998779297,334.369995117187,334.369995117187,16226800
62,2022-01-12,335.179992675781,336.369995117187,330.029998779297,333.260009765625,333.260009765625,14104900
63,2022-01-13,334.980010986328,335.630004882813,325.760009765625,326.480010986328,326.480010986328,14797100
64,2022-01-14,321.790008544922,332.730010986328,321.209991455078,331.899993896484,331.899993896484,16868500
65,2022-01-18,323.290008544922,324.209991455078,317.640014648437,318.149993896484,318.149993896484,22645600
66,2022-01-19,319.579986572266,327.100006103516,319.329986572266,319.589996337891,319.589996337891,20814700
67,2022-01-20,323.899993896484,327.820007324219,315.980010986328,316.559997558594,316.559997558594,16925000
68,2022-01-21,314.809997558594,318.309997558594,303.040008544922,303.170013427734,303.170013427734,28710700
69,2022-01-24,297.839996337891,309.529998779297,289.010009765625,308.709991455078,308.709991455078,38878100
70,2022-01-25,299.950012207031,306.230010986328,297.579986572266,300.149993896484,300.149993896484,25108500
71,2022-01-26,307.010009765625,307.510009765625,290.850006103516,294.630004882812,294.630004882812,28348800
72,2022-01-27,297.75,301.709991455078,294.260009765625,294.640014648437,294.640014648437,21629900
73,2022-01-28,295.619995117187,301.899993896484,293.029998779297,301.709991455078,301.709991455078,21871600
74,2022-01-31,300.679992675781,313.790008544922,299.320007324219,313.260009765625,313.260009765625,21579500
75,2022-02-01,314.559997558594,319.660003662109,312.119995117187,319.0,319.0,18023800
76,2022-02-02,327.820007324219,328.0,316.869995117188,323.0,323.0,58458300
77,2022-02-03,244.649993896484,248.0,235.75,237.759994506836,237.759994506836,188119900
78,2022-02-04,234.970001220703,242.610000610352,230.110000610352,237.089996337891,237.089996337891,89342200
79,2022-02-07,237.699996948242,238.300003051758,224.009994506836,224.910003662109,224.910003662109,88613800
80,2022-02-08,220.850006103516,225.770004272461,216.149993896484,220.179992675781,220.179992675781,94729700
81,2022-02-09,224.199996948242,233.369995117187,222.210006713867,232.0,232.0,86563300
82,2022-02-10,228.270004272461,235.0,226.699996948242,228.070007324219,228.070007324219,49310400
83,2022-02-11,228.460006713867,230.419998168945,218.770004272461,219.550003051758,219.550003051758,46156900
84,2022-02-14,219.309997558594,221.0,214.779998779297,217.699996948242,217.699996948242,38184000
85,2022-02-15,220.470001220703,221.149993896484,215.059997558594,221.0,221.0,42685500
86,2022-02-16,212.410003662109,217.460006713867,212.360000610352,216.539993286133,216.539993286133,45817500
87,2022-02-17,214.020004272461,217.5,207.160003662109,207.710006713867,207.710006713867,38747500
88,2022-02-18,209.389999389648,210.75,205.179992675781,206.160003662109,206.160003662109,37128400
89,2022-02-22,202.339996337891,207.479995727539,200.059997558594,202.080001831055,202.080001831055,39852400
90,2022-02-23,204.160003662109,206.940002441406,198.050003051758,198.449996948242,198.449996948242,44481400
91,2022-02-24,191.059997558594,208.350006103516,190.220001220703,207.600006103516,207.600006103516,49957200
92,2022-02-25,204.940002441406,211.320007324219,203.179992675781,210.479995727539,210.479995727539,37627600
93,2022-02-28,207.679992675781,213.149993896484,206.830001831055,211.029998779297,211.029998779297,34239800
94,2022-03-01,209.869995117187,211.75,202.220001220703,203.490005493164,203.490005493164,27094900
95,2022-03-02,204.779998779297,209.149993896484,202.020004272461,208.110000610352,208.110000610352,29452100
96,2022-03-03,209.020004272461,209.080001831055,201.419998168945,202.970001220703,202.970001220703,27263500
97,2022-03-04,202.369995117188,205.889999389648,198.789993286133,200.059997558594,200.059997558594,32130900
98,2022-03-07,200.789993286133,200.889999389648,187.279998779297,187.470001220703,187.470001220703,38560600
99,2022-03-08,187.850006103516,196.699996948242,186.110000610352,190.289993286133,190.289993286133,37508100
100,2022-03-09,195.740005493164,199.100006103516,193.919998168945,198.5,198.5,31894700
101,2022-03-10,194.839996337891,196.279998779297,191.070007324219,195.210006713867,195.210006713867,24853000
102,2022-03-11,192.639999389648,193.559997558594,186.669998168945,187.610000610352,187.610000610352,34694500
103,2022-03-14,187.029998779297,192.289993286133,185.820007324219,186.630004882813,186.630004882813,31010500
104,2022-03-15,190.800003051758,192.279998779297,185.910003662109,192.029998779297,192.029998779297,31721700
105,2022-03-16,194.699996948242,203.729995727539,194.520004272461,203.630004882812,203.630004882812,40640300
106,2022-03-17,201.699996948242,208.039993286133,201.110000610352,207.839996337891,207.839996337891,29499700
107,2022-03-18,206.699996948242,216.800003051758,206.0,216.490005493164,216.490005493164,52128000
108,2022-03-21,214.5,214.710006713867,207.630004882812,211.490005493164,211.490005493164,30142300
109,2022-03-22,211.369995117187,219.460006713867,210.179992675781,216.649993896484,216.649993896484,31998800
110,2022-03-23,213.330001831055,216.800003051758,212.160003662109,213.460006713867,213.460006713867,23717300
111,2022-03-24,215.0,220.669998168945,214.789993286133,219.570007324219,219.570007324219,31502300
112,2022-03-25,220.509994506836,225.5,218.889999389648,221.820007324219,221.820007324219,40039000
113,2022-03-28,222.130004882812,224.039993286133,219.539993286133,223.589996337891,223.589996337891,26224100
114,2022-03-29,226.070007324219,230.889999389648,225.289993286133,229.860000610352,229.860000610352,31417900
115,2022-03-30,228.910003662109,231.149993896484,226.710006713867,227.850006103516,227.850006103516,25588000
116,2022-03-31,228.449996948242,228.490005493164,222.259994506836,222.360000610352,222.360000610352,24192300
117,2022-04-01,224.550003051758,227.279998779297,222.699996948242,224.850006103516,224.850006103516,19544800
118,2022-04-04,225.979995727539,234.350006103516,225.860000610352,233.889999389648,233.889999389648,28054800
119,2022-04-05,234.080001831055,236.860000610352,231.020004272461,231.839996337891,231.839996337891,29727200
120,2022-04-06,226.910003662109,228.990005493164,221.410003662109,223.300003051758,223.300003051758,28995100
121,2022-04-07,223.929992675781,225.520004272461,218.559997558594,222.949996948242,222.949996948242,21037200
122,2022-04-08,222.380004882812,225.130004882813,220.029998779297,222.330001831055,222.330001831055,18375700
123,2022-04-11,218.419998168945,220.610000610352,215.220001220703,216.460006713867,216.460006713867,20516600
124,2022-04-12,220.240005493164,222.029998779297,213.130004882812,214.139999389648,214.139999389648,20128800
125,2022-04-13,211.820007324219,216.610000610352,211.330001831055,214.990005493164,214.990005493164,19231800
126,2022-04-14,214.889999389648,214.990005493164,210.0,210.179992675781,210.179992675781,18379500
127,2022-04-18,210.0,213.380004882812,208.300003051758,210.770004272461,210.770004272461,16580800
128,2022-04-19,210.520004272461,218.429992675781,209.0,217.309997558594,217.309997558594,20089900
129,2022-04-20,213.610000610352,214.160003662109,198.919998168945,200.419998168945,200.419998168945,43036500
130,2022-04-21,201.600006103516,202.970001220703,185.580001831055,188.070007324219,188.070007324219,49954100
131,2022-04-22,190.369995117188,192.720001220703,183.270004272461,184.110000610352,184.110000610352,36426800
132,2022-04-25,182.729995727539,187.179992675781,181.660003662109,186.990005493164,186.990005493164,29281100
133,2022-04-26,186.630004882813,187.190002441406,179.5,180.949996948242,180.949996948242,31747400
134,2022-04-27,174.429992675781,181.210006713867,169.0,174.949996948242,174.949996948242,71062900
135,2022-04-28,202.919998168945,208.529998779297,192.899993896484,205.729995727539,205.729995727539,100890600
136,2022-04-29,204.460006713867,212.479995727539,199.899993896484,200.470001220703,200.470001220703,49193400
137,2022-05-02,201.169998168945,211.880004882812,200.990005493164,211.130004882812,211.130004882812,49915300
138,2022-05-03,210.449996948242,214.899993896484,208.089996337891,212.029998779297,212.029998779297,41556300
139,2022-05-04,210.649993896484,224.300003051758,206.960006713867,223.410003662109,223.410003662109,41375900
140,2022-05-05,218.740005493164,220.169998168945,206.160003662109,208.279998779297,208.279998779297,41129200
141,2022-05-06,207.339996337891,209.380004882812,201.020004272461,203.770004272461,203.770004272461,34747200
142,2022-05-09,199.839996337891,202.570007324219,195.580001831055,196.210006713867,196.210006713867,36303200
143,2022-05-10,199.509994506836,202.960006713867,194.190002441406,197.649993896484,197.649993896484,34452500
144,2022-05-11,196.330001831055,200.669998168945,188.270004272461,188.740005493164,188.740005493164,31153400
145,2022-05-12,187.059997558594,198.050003051758,184.779998779297,191.240005493164,191.240005493164,38262200
146,2022-05-13,192.580001831055,199.889999389648,191.279998779297,198.619995117188,198.619995117188,24549800
147,2022-05-16,197.050003051758,205.369995117187,195.929992675781,200.039993286133,200.039993286133,27112600
148,2022-05-17,202.119995117187,205.460006713867,198.360000610352,202.619995117188,202.619995117188,24872700
149,2022-05-18,200.0,201.0,191.630004882813,192.240005493164,192.240005493164,23960000
150,2022-05-19,191.199996948242,195.289993286133,189.600006103516,191.289993286133,191.289993286133,24446900
151,2022-05-20,194.970001220703,197.910003662109,187.869995117188,193.539993286133,193.539993286133,31465600
152,2022-05-23,195.190002441406,196.990005493164,191.240005493164,196.229995727539,196.229995727539,25059200
153,2022-05-24,180.550003051758,183.679992675781,176.110000610352,181.279998779297,181.279998779297,50406300
154,2022-05-25,180.399993896484,185.449996948242,179.320007324219,183.830001831055,183.830001831055,28030200
155,2022-05-26,182.880004882813,192.830001831055,182.259994506836,191.630004882813,191.630004882813,23056500
156,2022-05-27,191.360000610352,195.330001831055,189.800003051758,195.130004882812,195.130004882812,22562700
157,2022-05-31,194.889999389648,197.600006103516,192.009994506836,193.639999389648,193.639999389648,26131100
158,2022-06-01,196.509994506836,199.529998779297,185.0,188.639999389648,188.639999389648,36623500
159,2022-06-02,188.449996948242,200.940002441406,187.729995727539,198.860000610352,198.860000610352,31951600
160,2022-06-03,195.979995727539,196.610000610352,189.779998779297,190.779998779297,190.779998779297,19465000
161,2022-06-06,193.990005493164,196.919998168945,188.399993896484,194.25,194.25,30574200
162,2022-06-07,191.929992675781,196.529998779297,191.490005493164,195.649993896484,195.649993896484,18828700
163,2022-06-08,194.669998168945,202.029998779297,194.410003662109,196.639999389648,196.639999389648,22267200
164,2022-06-09,194.279998779297,199.449996948242,183.679992675781,184.0,184.0,23501600
165,2022-06-10,183.039993286133,183.100006103516,175.020004272461,175.570007324219,175.570007324219,27450800
166,2022-06-13,170.589996337891,172.580001831055,164.029998779297,164.259994506836,164.259994506836,31749300
167,2022-06-14,166.029998779297,166.75,161.360000610352,163.729995727539,163.729995727539,27244300
168,2022-06-15,167.199996948242,172.160003662109,163.979995727539,169.350006103516,169.350006103516,30008300
169,2022-06-16,163.720001220703,165.080001831055,159.610000610352,160.869995117188,160.869995117188,26944100
170,2022-06-17,161.679992675781,165.899993896484,159.899993896484,163.740005493164,163.740005493164,31374200
171,2022-06-21,165.929992675781,167.759994506836,155.970001220703,157.050003051758,157.050003051758,50724900
172,2022-06-22,158.380004882813,160.789993286133,155.440002441406,155.850006103516,155.850006103516,47267800
173,2022-06-23,156.270004272461,159.75,154.25,158.75,158.75,40499200
174,2022-06-24,161.729995727539,170.25,161.300003051758,170.160003662109,170.160003662109,68736000
175,2022-06-27,171.320007324219,171.75,168.009994506836,169.490005493164,169.490005493164,29174600
176,2022-06-28,169.899993896484,171.300003051758,160.610000610352,160.679992675781,160.679992675781,27744500
177,2022-06-29,163.570007324219,166.330001831055,160.320007324219,163.940002441406,163.940002441406,28595200
178,2022-06-30,162.149993896484,165.229995727539,158.490005493164,161.25,161.25,35250600
179,2022-07-01,160.309997558594,160.619995117188,155.0,160.029998779297,160.029998779297,31423900
180,2022-07-05,158.139999389648,168.25,157.020004272461,168.190002441406,168.190002441406,28618600
181,2022-07-06,168.199996948242,171.589996337891,165.460006713867,169.770004272461,169.770004272461,23085900
182,2022-07-07,169.449996948242,172.720001220703,167.779998779297,172.190002441406,172.190002441406,24083400
183,2022-07-08,169.979995727539,172.399993896484,168.149993896484,170.880004882813,170.880004882813,19249200
184,2022-07-11,167.070007324219,167.490005493164,161.910003662109,162.880004882813,162.880004882813,21885600
185,2022-07-12,164.800003051758,165.910003662109,162.100006103516,163.270004272461,163.270004272461,16639700
186,2022-07-13,160.160003662109,164.979995727539,159.610000610352,163.490005493164,163.490005493164,16555100
187,2022-07-14,161.220001220703,162.589996337891,157.279998779297,158.050003051758,158.050003051758,23765200
188,2022-07-15,160.539993286133,164.979995727539,159.820007324219,164.699996948242,164.699996948242,23342800
189,2022-07-18,166.75,171.690002441406,165.639999389648,167.229995727539,167.229995727539,23574300
190,2022-07-19,170.369995117188,176.490005493164,169.509994506836,175.779998779297,175.779998779297,25933700
191,2022-07-20,177.490005493164,183.600006103516,176.699996948242,183.089996337891,183.089996337891,24784300
192,2022-07-21,180.630004882813,183.850006103516,178.869995117188,183.169998168945,183.169998168945,27195800
193,2022-07-22,173.070007324219,175.600006103516,168.410003662109,169.270004272461,169.270004272461,42583900
194,2022-07-25,169.0,170.570007324219,164.809997558594,166.649993896484,166.649993896484,26166300
195,2022-07-26,165.940002441406,166.0,157.949996948242,159.149993896484,159.149993896484,28468400
196,2022-07-27,162.589996337891,170.869995117188,162.020004272461,169.580001831055,169.580001831055,43846600
197,2022-07-28,161.059997558594,161.509994506836,154.850006103516,160.720001220703,160.720001220703,73214300
198,2022-07-29,157.690002441406,160.139999389648,155.169998168945,159.100006103516,159.100006103516,42065400
199,2022-08-01,157.25,165.190002441406,155.229995727539,159.929992675781,159.929992675781,40596700
200,2022-08-02,158.309997558594,162.240005493164,158.009994506836,160.190002441406,160.190002441406,27374500
201,2022-08-03,162.690002441406,169.539993286133,161.570007324219,168.800003051758,168.800003051758,31721900
202,2022-08-04,168.300003051758,172.149993896484,166.800003051758,170.570007324219,170.570007324219,23938200
203,2022-08-05,166.990005493164,171.610000610352,165.800003051758,167.110000610352,167.110000610352,25832700
204,2022-08-08,168.0,177.509994506836,167.130004882813,170.25,170.25,27299100
205,2022-08-09,168.949996948242,169.529998779297,166.600006103516,168.529998779297,168.529998779297,18655100
206,2022-08-10,175.990005493164,180.479995727539,173.949996948242,178.339996337891,178.339996337891,30262100
207,2022-08-11,179.710006713867,183.100006103516,176.369995117188,177.490005493164,177.490005493164,24079100
208,2022-08-12,180.809997558594,181.460006713867,178.910003662109,180.5,180.5,21274000
209,2022-08-15,178.960006713867,181.440002441406,178.199996948242,180.889999389648,180.889999389648,15878700
210,2022-08-16,179.440002441406,180.990005493164,177.039993286133,179.470001220703,179.470001220703,21156700
211,2022-08-17,176.759994506836,178.139999389648,174.169998168945,174.850006103516,174.850006103516,20118100
212,2022-08-18,174.339996337891,175.759994506836,171.860000610352,174.660003662109,174.660003662109,18844500
213,2022-08-19,170.199996948242,172.320007324219,167.050003051758,167.960006713867,167.960006713867,26240800
214,2022-08-22,165.490005493164,165.490005493164,162.259994506836,163.050003051758,163.050003051758,19499700
215,2022-08-23,162.479995727539,165.050003051758,160.699996948242,161.110000610352,161.110000610352,18111800
216,2022-08-24,160.600006103516,165.460006713867,159.770004272461,163.259994506836,163.259994506836,20891500
217,2022-08-25,165.179992675781,168.880004882813,164.020004272461,168.779998779297,168.779998779297,15550500
218,2022-08-26,168.479995727539,170.919998168945,161.669998168945,161.779998779297,161.779998779297,24023600
219,2022-08-29,160.660003662109,163.050003051758,159.009994506836,159.169998168945,159.169998168945,20052700
220,2022-08-30,160.350006103516,161.660003662109,155.910003662109,157.160003662109,157.160003662109,19567900
221,2022-08-31,167.070007324219,167.839996337891,162.139999389648,162.929992675781,162.929992675781,40953000
222,2022-09-01,163.580001831055,167.360000610352,160.350006103516,165.360000610352,165.360000610352,30145700
223,2022-09-02,167.449996948242,167.929992675781,159.220001220703,160.320007324219,160.320007324219,22634200
224,2022-09-06,160.100006103516,161.690002441406,157.690002441406,158.539993286133,158.539993286133,19339800
225,2022-09-07,157.759994506836,160.960006713867,156.809997558594,160.389999389648,160.389999389648,16831200
226,2022-09-08,158.710006713867,162.229995727539,157.740005493164,162.059997558594,162.059997558594,22530800
227,2022-09-09,163.25,169.539993286133,163.020004272461,169.149993896484,169.149993896484,22086800
228,2022-09-12,167.389999389648,171.389999389648,167.279998779297,168.960006713867,168.960006713867,23220400
229,2022-09-13,161.539993286133,161.630004882813,152.669998168945,153.130004882813,153.130004882813,44444100
230,2022-09-14,153.330001831055,153.539993286133,149.050003051758,151.470001220703,151.470001220703,43064200
231,2022-09-15,149.800003051758,154.199996948242,148.699996948242,149.550003051758,149.550003051758,34606300
232,2022-09-16,148.050003051758,148.580001831055,144.289993286133,146.289993286133,146.289993286133,40122800
233,2022-09-19,145.240005493164,148.580001831055,145.100006103516,148.020004272461,148.020004272461,22169500
234,2022-09-20,145.779998779297,148.839996337891,145.220001220703,146.089996337891,146.089996337891,23217400
235,2022-09-21,146.389999389648,149.600006103516,142.0,142.119995117188,142.119995117188,38338600
236,2022-09-22,141.550003051758,144.580001831055,140.869995117188,142.820007324219,142.820007324219,34418500
237,2022-09-23,141.419998168945,142.619995117188,138.889999389648,140.410003662109,140.410003662109,31710700
238,2022-09-26,140.119995117188,142.240005493164,136.190002441406,136.369995117188,136.369995117188,30497000
239,2022-09-27,137.919998168945,139.419998168945,134.119995117188,134.399993896484,134.399993896484,30826500
240,2022-09-28,134.619995117188,142.029998779297,134.270004272461,141.610000610352,141.610000610352,32658500
241,2022-09-29,139.360000610352,139.839996337891,135.199996948242,136.410003662109,136.410003662109,38985400
242,2022-09-30,136.050003051758,140.990005493164,135.5,135.679992675781,135.679992675781,33166400
243,2022-10-03,137.139999389648,139.619995117188,136.100006103516,138.610000610352,138.610000610352,27723100
244,2022-10-04,140.490005493164,142.389999389648,139.339996337891,140.279998779297,140.279998779297,34670700
245,2022-10-05,138.240005493164,140.210006713867,134.779998779297,138.979995727539,138.979995727539,27979300
246,2022-10-06,137.720001220703,141.449996948242,136.600006103516,139.070007324219,139.070007324219,36231100
247,2022-10-07,136.759994506836,138.289993286133,132.440002441406,133.449996948242,133.449996948242,33214800
248,2022-10-10,133.550003051758,136.110000610352,131.869995117188,133.789993286133,133.789993286133,24024000
249,2022-10-11,131.619995117188,132.660003662109,126.98999786377,128.539993286133,128.539993286133,38481400
250,2022-10-12,128.320007324219,129.669998168945,126.25,127.5,127.5,34605200
251,2022-10-13,123.529998779297,131.139999389648,122.529998779297,130.289993286133,130.289993286133,34325700
252,2022-10-14,131.0,131.789993286133,126.519996643066,126.76000213623,126.76000213623,23559400
253,2022-10-17,130.300003051758,134.789993286133,130.179992675781,134.039993286133,134.039993286133,29612200
254,2022-10-18,137.089996337891,137.839996337891,131.399993896484,132.800003051758,132.800003051758,25445000
255,2022-10-19,132.889999389648,137.0,132.220001220703,133.229995727539,133.229995727539,30691000
256,2022-10-20,132.929992675781,136.770004272461,131.309997558594,131.529998779297,131.529998779297,26356300
257,2022-10-21,126.309997558594,130.119995117188,125.440002441406,130.009994506836,130.009994506836,46348600
258,2022-10-24,127.25,133.479995727539,124.569999694824,129.720001220703,129.720001220703,63563400
259,2022-10-25,130.880004882813,138.350006103516,130.589996337891,137.509994506836,137.509994506836,38433200
260,2022-10-26,131.679992675781,135.550003051758,128.529998779297,129.820007324219,129.820007324219,82791500
261,2022-10-27,97.9800033569336,102.5,96.379997253418,97.9400024414062,97.9400024414062,232316600
262,2022-10-28,99.5800018310547,100.849998474121,97.5100021362305,99.1999969482422,99.1999969482422,95928300
263,2022-10-31,98.2200012207031,99.3199996948242,92.5999984741211,93.1600036621094,93.1600036621094,121361400
264,2022-11-01,94.3300018310547,97.4899978637695,93.5500030517578,95.1999969482422,95.1999969482422,110189600
265,2022-11-02,94.2099990844727,95.1999969482422,90.4800033569336,90.5400009155273,90.5400009155273,71821100
266,2022-11-03,90.0800018310547,90.4599990844727,88.4100036621094,88.9100036621094,88.9100036621094,60664000
267,2022-11-04,90.3499984741211,91.3899993896484,88.0899963378906,90.7900009155273,90.7900009155273,55638100
268,2022-11-07,94.7799987792969,96.879997253418,93.0999984741211,96.7200012207031,96.7200012207031,81987300
269,2022-11-08,95.9199981689453,97.8000030517578,94.7900009155273,96.4700012207031,96.4700012207031,52088300
270,2022-11-09,101.720001220703,104.900001525879,100.73999786377,101.470001220703,101.470001220703,107677300
271,2022-11-10,107.120002746582,112.75,104.610000610352,111.870002746582,111.870002746582,80671000
272,2022-11-11,109.230003356934,114.900001525879,108.809997558594,113.019996643066,113.019996643066,59961700
273,2022-11-14,110.98999786377,116.269996643066,110.800003051758,114.220001220703,114.220001220703,53395000
274,2022-11-15,116.069999694824,118.73999786377,114.410003662109,117.080001831055,117.080001831055,50670500
275,2022-11-16,114.5,116.080001831055,112.660003662109,113.230003356934,113.230003356934,33287800
276,2022-11-17,110.410003662109,112.330001831055,109.800003051758,111.449996948242,111.449996948242,35093800
277,2022-11-18,113.800003051758,114.319999694824,110.620002746582,112.050003051758,112.050003051758,33357700
278,2022-11-21,111.519996643066,112.370002746582,109.190002441406,109.860000610352,109.860000610352,24351100
279,2022-11-22,109.860000610352,111.620002746582,108.319999694824,111.440002441406,111.440002441406,29029000
280,2022-11-23,111.720001220703,112.669998168945,110.730003356934,112.23999786377,112.23999786377,21343100
281,2022-11-25,111.300003051758,112.730003356934,111.019996643066,111.410003662109,111.410003662109,12007600
282,2022-11-28,110.779998779297,112.040000915527,108.379997253418,108.779998779297,108.779998779297,23309400
283,2022-11-29,109.540000915527,110.940002441406,108.540000915527,109.459999084473,109.459999084473,23899200
284,2022-11-30,109.51000213623,118.160003662109,109.379997253418,118.099998474121,118.099998474121,43348600
285,2022-12-01,119.199996948242,121.199996948242,118.400001525879,120.440002441406,120.440002441406,36551400
286,2022-12-02,117.830001831055,124.040000915527,117.610000610352,123.48999786377,123.48999786377,39950500
287,2022-12-05,121.75,124.669998168945,121.349998474121,122.430000305176,122.430000305176,35474900
288,2022-12-06,119.910003662109,120.550003051758,113.73999786377,114.120002746582,114.120002746582,43689200
289,2022-12-07,113.76000213623,115.879997253418,112.879997253418,113.930000305176,113.930000305176,29461100
290,2022-12-08,116.389999389648,117.339996337891,114.589996337891,115.330001831055,115.330001831055,30619400
291,2022-12-09,115.300003051758,117.540000915527,113.870002746582,115.900001525879,115.900001525879,26033400
292,2022-12-12,115.180000305176,115.720001220703,113.139999389648,114.709999084473,114.709999084473,24747100
293,2022-12-13,122.129997253418,123.300003051758,118.639999389648,120.150001525879,120.150001525879,44701100
294,2022-12-14,119.389999389648,124.139999389648,119.389999389648,121.589996337891,121.589996337891,36922000
